Schulnummer;Schultyp;Name;Strasse;PLZ;Ort;Homepage;Link
"0013";"Gymnasium";"Kronberg-Gymnasium Aschaffenburg   ";"Fasaneriestr. 33";"63739";"Aschaffenburg";"kronberg-gymnasium.de";"/schule/0013.html"
"0015";"Gymnasium";"Karl-Theodor-von-Dalberg-Gymnasium Aschaffenburg  ";"Grünewaldstr. 18";"63739";"Aschaffenburg";"www.dalberg-gymnasium.de/";"/schule/0015.html"
"0016";"Gymnasium";"Maria-Ward-Schule Mädchengymnasium der Maria-Ward-Stiftung Aschaffenburg";"Brentanoplatz 8";"63739";"Aschaffenburg";"mws-ab.de";"/schule/0016.html"
"0412";"Realschule";"Maria-Ward-Schule Aschaffenburg Mädchenrealschule der Maria-Ward-Stiftung Aschaffenburg ";"Brentanoplatz 8";"63739";"Aschaffenburg";"mws-ab.de";"/schule/0412.html"
"7001";"Volksschule zur sonderp?dagog. F?rderung";"Fröbel-Schule Aschaffenburg Förderzentrum Förderschwerpunkt Lernen ";"Friesenstr. 2";"63739";"Aschaffenburg";"www.froebelschule-ab.de";"/schule/7001.html"
"7027";"Volksschule zur sonderp?dagog. F?rderung";"Comenius-Schule, Förderzentrum, Förderschwerpunkt geistige Entwicklung Aschaffenburg ";"Bessenbacher Weg 125";"63739";"Aschaffenburg";"www.comenius-schule-ab.de";"/schule/7027.html"
"7048";"Sonstige Berufsfachschule";"Berufsfachschule für Kosmetik, Charlotte Reichert, Aschaffenburg  ";"Erthalstsr. 16";"63739";"Aschaffenburg";" ";"/schule/7048.html"
"7074";"Berufsfachschule des Gesundheitswesens";"Berufsfachschule für Pflege in Aschaffenburg der Hans-Weinberger-Akademie der Arbeiterwohlfahrt e.V. München";"Berliner Allee 3";"63739";"Aschaffenburg";"www.hwa-online.de";"/schule/7074.html"
"7081";"Berufsfachschule des Gesundheitswesens";"Berufsfachschule für Pflege der Klinikum Aschaffenburg-Alzenau gGmbH in Aschaffenburg ";"Am Hasenkopf 1";"63739";"Aschaffenburg";"www.klinikum-ab-alz.de";"/schule/7081.html"
"7106";"Berufsfachschule des Gesundheitswesens";"Berufsfachschule f.Anästhesietech. Assistentinnen u. Assistenten sowie Operationstechn. Assistent"innen d.d. Krankenhauszweckverband AB";"Am Hasenkopf 1";"63739";"Aschaffenburg";" ";"/schule/7106.html"
"7150";"Gewerbliche Fachschule";"Städt. Fachschule (Meisterschule) für Steinmetzen und Steinbildhauer Aschaffenburg ";"Schloßgasse 27";"63739";"Aschaffenburg";"www.steinmetzschule-aschaffenburg.de";"/schule/7150.html"
"7166";"Berufsfachschule f. Fremdsprachenberufe";"Euro-Sprachenschule Aschaffenburg Priv. Berufsfachschule für Fremdsprachenberufe ";"Goldbacher Str. 6";"63739";"Aschaffenburg";"https://www.euroakademie.de/standorte/aschaffenburg";"/schule/7166.html"
"7180";"Berufsfachschule des Gesundheitswesens";"Berufsfachschule für Krankenpflege der Klinikum Aschaffenburg-Alzenau gGmbH ";"Am Hasenkopf 1";"63739";"Aschaffenburg";"www.klinikum-ab-alz.de";"/schule/7180.html"
"7181";"Berufsfachschule des Gesundheitswesens";"Berufsfachschule für Kinderkrankenpflege der Klinikum Aschaffenburg-Alzenau gGmbH";"Am Hasenkopf 1";"63739";"Aschaffenburg";"www.klinikum-ab-alz.de";"/schule/7181.html"
"7223";"Berufsfachschule des Gesundheitswesens";"Berufsfachschule für Altenpflege Aschaffenburg der Hans-Weinberger-Akademie der Arbeiterwohlfahrt";"Berliner Allee 3";"63739";"Aschaffenburg";"www.hwa-online.de";"/schule/7223.html"
"7247";"Kaufm?nnische Berufsfachschule";"Priv.Berufsfachschule für Euro- Management-Assistent/in d. Euro- Berufsfachschule für Wirtschaft u. Fremdsprachen GmbH i.Aschaffenburg";"Goldbacher Str. 6";"63739";"Aschaffenburg";"https://www.euroakademie.de/standorte/aschaffenburg.html";"/schule/7247.html"
"7294";"Berufsfachschule des Gesundheitswesens";"Priv. Berufsfachschule für Physiotherapie Aschaffenburg der Hans-Weinberger-Akademie der Arbeiterwohlfahrt e.V.";"Berliner Allee 3";"63739";"Aschaffenburg";"www.hwa-online.de";"/schule/7294.html"
"7438";"Berufsfachschule des Gesundheitswesens";"Berufsfachschule f.Altenpflegehilfe Aschaffenburg der Hans-Weinberger-Akademie der Arbeiterwohlfahrt";"Berliner Allee 3";"63739";"Aschaffenburg";"www.hwa-online.de";"/schule/7438.html"
"7500";"Grund- u. Mittelschule";"Brentano-Grundschule Aschaffenburg   ";"Brentanostr. 2";"63739";"Aschaffenburg";"www.brentano-gs-ab.de";"/schule/7500.html"
"7501";"Grund- u. Mittelschule";"Brentano-Mittelschule Aschaffenburg   ";"Schweinheimer Str. 11";"63739";"Aschaffenburg";"www.brentano-mittelschule.de";"/schule/7501.html"
"7505";"Grund- u. Mittelschule";"Grünewald-Grundschule Aschaffenburg  ";"Ludwigsallee 2";"63739";"Aschaffenburg";"www.gruenewaldschule.de";"/schule/7505.html"
"7507";"Grund- u. Mittelschule";"Kolping-Grundschule Aschaffenburg   ";"Kolpingstr. 4";"63739";"Aschaffenburg";"www.kolping-aschaffenburg.de";"/schule/7507.html"
"0014";"Gymnasium";"Friedrich-Dessauer-Gymnasium Aschaffenburg  ";"Stadtbadstr. 4";"63741";"Aschaffenburg";"https://www.fdg-online.de";"/schule/0014.html"
"0578";"Realschule";"Private staatlich anerkannte Realschule Krauß, Private Schulen Krauß e.V., gemeinn. Schulverein, Aschaffenburg";"Erlenmeyerstr. 3 - 5";"63741";"Aschaffenburg";"www.pwk-ev.de";"/schule/0578.html"
"0854";"Fachoberschule";"Staatliche Fachoberschule Aschaffenburg  ";"Ottostraße 3";"63741";"Aschaffenburg";"www.fosbos-aschaffenburg.de";"/schule/0854.html"
"0804";"Berufsoberschule";"Staatliche Berufsoberschule Aschaffenburg  ";"Ottostraße 3";"63741";"Aschaffenburg";"www.fosbos-aschaffenburg.de";"/schule/0804.html"
"1080";"Realschule";"Ruth-Weiss-Realschule Aschaffenburg  ";"Darmstädter Str. 2";"63741";"Aschaffenburg";"https://www.ruth-weiss-realschule.de";"/schule/1080.html"
"7009";"Berufsfachschule des Gesundheitswesens";"Berufsfachschule für Physiotherapie Aschaffenburg des IB e.V. (IB) ";"Erlenmeyerstr. 6";"63741";"Aschaffenburg";" ";"/schule/7009.html"
"7077";"Volksschule zur sonderp?dagog. F?rderung";"Förderzentrum, Förderschwerpunkt körperliche u. motorische Entwickl. Verein f. Körper- u. Mehrfachbeh. e.V. Würzburg in Aschaffenburg";"Schneidmühlweg 3";"63741";"Aschaffenburg";"www.sokba.de";"/schule/7077.html"
"7088";"Berufsfachschule des Gesundheitswesens";"Berufsfachschule für Logopädie Aschaffenburg des IB e.V. (IB) ";"Erlenmeyerstr. 4 - 6";"63741";"Aschaffenburg";"www.med-akademie.de/standorte/aschaffenburg.html";"/schule/7088.html"
"7097";"Wirtschaftsschule";"Private Wirtschaftsschule Krauss Aschaffenburg  ";"Erlenmeyerstr. 3 - 5";"63741";"Aschaffenburg";"www.psk-ab.de";"/schule/7097.html"
"7149";"Hauswirtschaftliche Fachschule";"Fachschule für Heilerziehungspflege der bfz GmbH in Aschaffenburg  ";"Lange Str. 14";"63741";"Aschaffenburg";" ";"/schule/7149.html"
"7158";"Berufsfachschule des Gesundheitswesens";"Berufsfachschule für Ergotherapie Aschaffenburg des IB e.V. (IB) ";"Erlenmeyerstr. 4 - 6";"63741";"Aschaffenburg";"www.med-akademie.de";"/schule/7158.html"
"7211";"Berufsschule";"Staatl. Berufsschule II Aschaffenburg  ";"Seidelstr. 2";"63741";"Aschaffenburg";"www.bs2ab.de";"/schule/7211.html"
"7236";"Berufsfachs. f. Hauswirtschaft u. Sozialberufe";"Staatl. Berufsfachschule für Sozialpflege in Aschaffenburg  ";"Seidelstr. 4";"63741";"Aschaffenburg";"www.bszab.de";"/schule/7236.html"
"7237";"Berufsschule";"Staatl. Berufsschule I Aschaffenburg  ";"Seidelstr. 2";"63741";"Aschaffenburg";"www.berufsschule1ab.de";"/schule/7237.html"
"7249";"Fachakademie";"Priv. Fachakademie für Sozial- pädagogik der Caritas-Schulen gGmbH in Aschaffenburg ";"Friederich-Fröbel-Straße 3";"63741";"Aschaffenburg";"www.faks-ab.de";"/schule/7249.html"
"7252";"Kaufm?nnische Berufsfachschule";"Staatl. Berufsfachschule für informations- u.telekommunikations- technische Berufe Aschaffenburg ";"Seidelstr. 2";"63741";"Aschaffenburg";"www.bs2ab.de";"/schule/7252.html"
"7266";"Gewerbliche Fachschule";"Staatl. Fachschule (Technikerschule) für Maschinenbau Aschaffenburg ";"Seidelstr. 2";"63741";"Aschaffenburg";"www.technikerschuleab.de";"/schule/7266.html"
"7286";"Hauswirtschaftliche Fachschule";"Fachschule f. Heilerziehungspflege- hilfe d. bfz GmbH in Aschaffenburg  ";"Lange Str. 14";"63741";"Aschaffenburg";" ";"/schule/7286.html"
"7291";"Berufsschule";"Staatl. Berufsschule III Aschaffenburg  ";"Seidelstr. 4";"63741";"Aschaffenburg";"www.bszab.de";"/schule/7291.html"
"7292";"Berufsfachs. f. Hauswirtschaft u. Sozialberufe";"Staatliche Berufsfachschule für Kinderpflege Aschaffenburg  ";"Seidelstr. 4";"63741";"Aschaffenburg";"www.bszab.de";"/schule/7292.html"
"7293";"Berufsfachs. f. Hauswirtschaft u. Sozialberufe";"Staatl. Berufsfachschule für Ernährung und Versorgung Aschaffenburg ";"Seidelstr. 4";"63741";"Aschaffenburg";"www.bszab.de";"/schule/7293.html"
"7317";"Gewerbliche Fachschule";"Städt. Fachschule (Technikerschule) für Elektrotechnik (Schwerpunkt Energie- u. Automatisierungstechn.) Aschaffenburg";"Seidelstr. 2";"63741";"Aschaffenburg";"www.technikerschuleab.de";"/schule/7317.html"
"7318";"Berufsfachschule des Gesundheitswesens";"Berufsfachschule für Hebammen am Klinikum Aschaffenburg-Alzenau  ";"Hafenbahnhofstr. 25";"63741";"Aschaffenburg";"www.klinikum-aschaffenburg.de";"/schule/7318.html"
"7502";"Grund- u. Mittelschule";"Dalberg-Grundschule Aschaffenburg   ";"Boppstr. 18";"63741";"Aschaffenburg";"www.dalberg-gs.de";"/schule/7502.html"
"7503";"Grund- u. Mittelschule";"Dalberg-Mittelschule Aschaffenburg   ";"Boppstr. 18";"63741";"Aschaffenburg";"dalberg-mittelschule.de";"/schule/7503.html"
"7504";"Grund- u. Mittelschule";"Erthal-Grundschule Aschaffenburg   ";"Friedrich-Krane-Platz 5";"63741";"Aschaffenburg";" ";"/schule/7504.html"
"7508";"Grund- u. Mittelschule";"Christian-Schad-Grundschule Aschaffenburg-Nilkheim  ";"Lindenweg 14";"63741";"Aschaffenburg";"www.christian-schad-volksschule.de";"/schule/7508.html"
"7511";"Grund- u. Mittelschule";"Schiller-Grundschule Aschaffenburg   ";"Schulstr. 39";"63741";"Aschaffenburg";"www.schillerschule-damm.de";"/schule/7511.html"
"7512";"Grund- u. Mittelschule";"Grundschule Aschaffenburg-Strietwald  ";"Herrenwaldstr. 40";"63741";"Aschaffenburg";"www.strietwaldschule.de";"/schule/7512.html"
"7514";"Grund- u. Mittelschule";"Schönberg-Mittelschule Aschaffenburg  ";"Wilhelmstr. 62";"63741";"Aschaffenburg";"www.schoenberg-hs.de";"/schule/7514.html"
"7219";"Berufsschule zur sonderp?dagog. F?rderung";"Johannes-de-la-Salle-Schule,Berufs- schule z. sonderpäd. Förd., Förder- schwerp. Lernen u. emot.u.soz.Entw. in Aschaff.d.Caritas-Schulen gGmbH";"Rhönstraße 21";"63743";"Aschaffenburg";"www.jdlsalle-bs-aschaffenburg.de";"/schule/7219.html"
"7506";"Grund- u. Mittelschule";"Hefner-Alteneck-Mittelschule Aschaffenburg  ";"Bavariastr. 39";"63743";"Aschaffenburg";"www.hefner-alteneck-vs.de";"/schule/7506.html"
"7509";"Grund- u. Mittelschule";"Pestalozzi-Grundschule Aschaffenburg  ";"Matthäusstr. 18";"63743";"Aschaffenburg";"pestalozzigrundschule.de/";"/schule/7509.html"
"7510";"Grund- u. Mittelschule";"Pestalozzi-Mittelschule Aschaffenburg  ";"Sonnenstr. 27";"63743";"Aschaffenburg";"www.pestalozzi-ms.de";"/schule/7510.html"
"7521";"Grund- u. Mittelschule";"Hefner-Alteneck-Grundschule Aschaffenburg  ";"Bavariastr. 39";"63743";"Aschaffenburg";"www.hefner-alteneck-vs.de";"/schule/7521.html"
"7540";"Grund- u. Mittelschule";"Mozart-Grundschule Aschaffenburg-Obernau  ";"Mozartstr. 4";"63743";"Aschaffenburg";"www.mozartschule-obernau.de";"/schule/7540.html"
"7597";"Grund- u. Mittelschule";"Erich-Kästner-Grundschule Aschaffenburg-Gailbach  ";"Glaserstr. 1";"63743";"Aschaffenburg";"www.erich-kaestner-volksschule.de";"/schule/7597.html"
"0003";"Gymnasium";"Spessart-Gymnasium Alzenau   ";"Brentanostr. 55";"63755";"Alzenau";"www.spessart-gymnasium.de";"/schule/0003.html"
"0407";"Realschule";"Edith-Stein-Schule Staatliche Realschule Alzenau  ";"Nikolaus-Fey-Straße 2a";"63755";"Alzenau";"www.realschule-alzenau.de";"/schule/0407.html"
"7000";"Volksschule zur sonderp?dagog. F?rderung";"Hahnenkamm-Schule Alzenau Förderzentrum Förderschwerpunkt Lernen ";"Schwedenstr. 2";"63755";"Alzenau";"www.hahnenkammschule.de";"/schule/7000.html"
"7594";"Grund- u. Mittelschule";"Erich-Kästner-Grundschule Alzenau  ";"Prischoßstr. 40";"63755";"Alzenau";"www.gs-alzenau.de";"/schule/7594.html"
"7609";"Grund- u. Mittelschule";"Grundschule Alzenau-Hörstein   ";"Eichelsbacherstr. 8";"63755";"Alzenau";"www.gs-hoerstein.de";"/schule/7609.html"
"7620";"Grund- u. Mittelschule";"Schule am Weinberg Grundschule Alzenau-Michelbach  ";"Schulstr. 15";"63755";"Alzenau";"www.schuleamweinberg.de";"/schule/7620.html"
"7643";"Grund- u. Mittelschule";"Karl-Amberg-Mittelschule Alzenau  ";"Prischoßstr. 28";"63755";"Alzenau";"www.karl-amberg-schule-alzenau.de";"/schule/7643.html"
"1071";"Realschule";"Staatl. Realschule Großostheim   ";"Zur Welzbachhalle 1";"63762";"Großostheim";"www.realschule-grossostheim.de";"/schule/1071.html"
"7602";"Grund- u. Mittelschule";"Grundschule Großostheim   ";"Mühlstr. 1";"63762";"Großostheim";"www.grundschule-grossostheim.de";"/schule/7602.html"
"7603";"Grund- u. Mittelschule";"Mittelschule Großostheim   ";"Dellweg 10";"63762";"Großostheim";"www.mittelschule-grossostheim.de";"/schule/7603.html"
"7627";"Grund- u. Mittelschule";"Grundschule Großostheim-Pflaumheim   ";"St.-Luzia-Weg 1";"63762";"Großostheim";"www.gs-pflaumheim.de";"/schule/7627.html"
"7638";"Grund- u. Mittelschule";"Astrid-Lindgren-Grundschule Großostheim-Wenigumstadt  ";"Hamoirstr. 9";"63762";"Großostheim";" ";"/schule/7638.html"
"7789";"Grund- u. Mittelschule";"Anne-Frank-Grundschule Großostheim-Ringheim  ";"Hasselstr. 10";"63762";"Großostheim";"www.vs-ringheim.de";"/schule/7789.html"
"0393";"Gymnasium";"Hanns-Seidel-Gymnasium Hösbach   ";"An der Maas 2";"63768";"Hösbach";"www.hanns-seidel-gymnasium.de";"/schule/0393.html"
"0743";"Realschule";"Staatliche Realschule Hösbach   ";"An der Maas 2";"63768";"Hösbach";"www.rs-hoesbach.de";"/schule/0743.html"
"7224";"Volksschule zur sonderp?dagog. F?rderung";"Pestalozzi-Schule Hösbach Förderzentrum Förderschwerpunkt Lernen ";"Schöllkrippener Str. 56";"63768";"Hösbach";"www.pestalozzischule-hoesbach.de";"/schule/7224.html"
"7280";"Volksschule zur sonderp?dagog. F?rderung";"Dr.Albert-Liebmann-Schule Förderzentrum, Förderschwerpunkt Sprache, der  Caritasschulen gGmbH Würzburg in Hösbach";"Schöllkrippener Str. 56";"63768";"Hösbach";"www.liebmannschule.de";"/schule/7280.html"
"7610";"Grund- u. Mittelschule";"Astrid-Lindgren-Grundschule Hösbach   ";"Jahnstr. 1 - 3";"63768";"Hösbach";"www.grundschule-hoesbach.de";"/schule/7610.html"
"7611";"Grund- u. Mittelschule";"Mittelschule Hösbach   ";"Jahnstr. 1 - 3";"63768";"Hösbach";"www.hoesbach-mittelschule.de";"/schule/7611.html"
"7629";"Grund- u. Mittelschule";"Grundschule am Klosterberg Hösbach-Rottenberg  ";"Schulstr. 3";"63768";"Hösbach";"www.grundschule-am-klosterberg.de";"/schule/7629.html"
"7641";"Grund- u. Mittelschule";"Grundschule Hösbach-Winzenhohl   ";"Ellerstr. 2 - 6";"63768";"Hösbach";"www.grundschule-winzenhohl.de";"/schule/7641.html"
"7600";"Grund- u. Mittelschule";"Grundschule Goldbach   ";"Am Wingert 30";"63773";"Goldbach";"www.schule-goldbach.de";"/schule/7600.html"
"7601";"Grund- u. Mittelschule";"Mittelschule Goldbach   ";"Am Wingert 28 - 30";"63773";"Goldbach";"www.hauptschule-goldbach.de";"/schule/7601.html"
"7621";"Grund- u. Mittelschule";"Ivo-Zeiger-Grundschule Mömbris   ";"Fronhofen 3";"63776";"Mömbris";"www.ivo-zeiger.schule.de";"/schule/7621.html"
"7622";"Grund- u. Mittelschule";"Mittelschule Mömbris am Glasberg  ";"Kapellenweg 16";"63776";"Mömbris";"www.mittelschule-moembris.de";"/schule/7622.html"
"7623";"Grund- u. Mittelschule";"Grundschule Mömbris-Gunzenbach   ";"Hofackerstr. 24";"63776";"Mömbris";"www.grundschulen-moembris.de";"/schule/7623.html"
"0594";"Realschule";"Main-Limes-Realschule Staatliche Realschule Obernburg  ";"Dekaneistr. 2";"63785";"Obernburg a.Main";"www.realschule-obernburg.de";"/schule/0594.html"
"0786";"Berufsoberschule";"Staatliche Berufsoberschule Obernburg a.Main  ";"Dekaneistr. 5 - 9";"63785";"Obernburg a.Main";"www.fos-obernburg.de";"/schule/0786.html"
"0886";"Fachoberschule";"Staatliche Fachoberschule Obernburg a.Main  ";"Dekaneistr. 5 - 9";"63785";"Obernburg a.Main";"www.fos-obernburg.de";"/schule/0886.html"
"7476";"Kaufm?nnische Berufsfachschule";"Berufsfachschule für kaufm. Assistenten Obernburg a.Main des Landkreises Miltenberg";"Berufsschulstr. 10";"63785";"Obernburg a.Main";"www.bfs-obernburg.de";"/schule/7476.html"
"7590";"Grund- u. Mittelschule";"Johannes-Obernburger-Grundschule Obernburg a.Main  ";"Oberer Neuer Weg 41";"63785";"Obernburg a.Main";"www.vsobernburg.de";"/schule/7590.html"
"7821";"Grund- u. Mittelschule";"Johannes-Obernburger-Mittelschule Obernburg a.Main  ";"Oberer Neuer Weg 41";"63785";"Obernburg a.Main";"www.vsobernburg.de";"/schule/7821.html"
"7596";"Grund- u. Mittelschule";"Grundschule Karlstein a.Main   ";"Schulstr. 30";"63791";"Karlstein a.Main";"www.gs-karlstein.de";"/schule/7596.html"
"7137";"Wirtschaftsschule";"Paul-Gerhardt-Schule Wirtschaftsschule Kahl a.Main Christlicher Schulverein Hanau und Kahl e.V.";"Freigerichter Str. 12";"63796";"Kahl a.Main";"www.pgs-kahl.de";"/schule/7137.html"
"7570";"Grund- u. Mittelschule";"Paul-Gerhardt-Volksschule Kahl a.M. (Grundschule) Ev. Bekenntnisschule in fr. Träger- schaft d. christl. Schulver. Kahl";"Freigerichter Str. 12";"63796";"Kahl a.Main";"www.pgs-kahl.de";"/schule/7570.html"
"7613";"Grund- u. Mittelschule";"Kaldaha-Grundschule Kahl a.Main   ";"Hauptstraße 19";"63796";"Kahl a.Main";"www.kaldaha-vs.de";"/schule/7613.html"
"7686";"Grund- u. Mittelschule";"Paul-Gerhardt-Mittelschule Kahl a.Main, Ev. Bekenntnisschule in freier Trägerschaft des christl. Schulvereins Kahl";"Freigerichter Str. 12";"63796";"Kahl a.Main";"www.pgs-kahl.de";"/schule/7686.html"
"7642";"Grund- u. Mittelschule";"Wilhelm-Emmanuel-von-Ketteler- Grundschule Kleinostheim  ";"Schulstr. 3";"63801";"Kleinostheim";"www.gs-kleinostheim.de";"/schule/7642.html"
"7605";"Grund- u. Mittelschule";"Mittelschule Haibach   ";"Ringwallstr. 5";"63808";"Haibach";"www.schule-haibach.de";"/schule/7605.html"
"7606";"Grund- u. Mittelschule";"Grundschule Haibach   ";"Ringwallstraße 5";"63808";"Haibach";"www.schule-haibach.de";"/schule/7606.html"
"7634";"Grund- u. Mittelschule";"Grundschule Stockstadt a.Main   ";"Schulstraße 6";"63811";"Stockstadt a.Main";"www.grundschule-stockstadt.com";"/schule/7634.html"
"7635";"Grund- u. Mittelschule";"Mittelschule Stockstadt a.Main   ";"Adalbert-Stifter-Straße 2";"63811";"Stockstadt a.Main";"www.hs-stockstadt.de";"/schule/7635.html"
"7541";"Grund- u. Mittelschule";"Ascapha-Grundschule Mainaschaff   ";"Schillerstr. 1";"63814";"Mainaschaff";"www.vs-mainaschaff.de";"/schule/7541.html"
"7618";"Grund- u. Mittelschule";"Ascapha-Mittelschule Mainaschaff   ";"Schillerstr. 1";"63814";"Mainaschaff";"www.schule-mainaschaff.de";"/schule/7618.html"
"0342";"Gymnasium";"Julius-Echter-Gymnasium Elsenfeld   ";"Dammsfeldstr. 20";"63820";"Elsenfeld";"www.julius-echter-gymnasium.de";"/schule/0342.html"
"0703";"Realschule";"Staatliche Realschule Elsenfeld   ";"Dammsfeldstr. 18";"63820";"Elsenfeld";"https://rse-online.de";"/schule/0703.html"
"7017";"Volksschule zur sonderp?dagog. F?rderung";"Janusz-Korczak-Schule Elsenfeld Förderzentrum Förderschwerpunkt Lernen ";"Dammsfeldstr. 12";"63820";"Elsenfeld";"www.jkselsenfeld.de";"/schule/7017.html"
"7230";"Volksschule zur sonderp?dagog. F?rderung";"Richard-Galmbacher-Schule Förderzentrum, Förderschwerpunkt geistige Entwickl. der Lebenshilfe e.V. Miltenberg in Elsenfeld";"Dammsfeldstr. 14";"63820";"Elsenfeld";"www.richard-galmbacher-schule.de";"/schule/7230.html"
"7235";"Volksschule zur sonderp?dagog. F?rderung";"Elsava-Schule Elsenfeld, Priv. Förderzentrum, Förderschwerpunkt emot.u.soz. Entwicklung (HS-Stufe) d.Stift.Gymnasiumsfonds Aschaffenb.";"Kloster Himmelthal 3";"63820";"Elsenfeld";"elsava-schule.de";"/schule/7235.html"
"7801";"Grund- u. Mittelschule";"Mozart-Grundschule Elsenfeld   ";"Mühlweg 41";"63820";"Elsenfeld";"www.mozartschule.de";"/schule/7801.html"
"7802";"Grund- u. Mittelschule";"Georg-Keimel-Mittelschule Elsenfeld   ";"Mühlweg 22";"63820";"Elsenfeld";"www.mittelschule-elsenfeld.de";"/schule/7802.html"
"7632";"Grund- u. Mittelschule";"Grundschule Schöllkrippen   ";"Obere Schulstr. 10";"63825";"Schöllkrippen";" ";"/schule/7632.html"
"7633";"Grund- u. Mittelschule";"Grundschule Sommerkahl   ";"Schulstr. 11";"63825";"Sommerkahl";" ";"/schule/7633.html"
"7644";"Grund- u. Mittelschule";"Mittelschule Schöllkrippen   ";"Obere Schulstr. 10";"63825";"Schöllkrippen";"www.ms-schoellkrippen.de";"/schule/7644.html"
"7598";"Grund- u. Mittelschule";"Grundschule Krombach-Geiselbach   ";"Schulstr. 6";"63826";"Geiselbach";" ";"/schule/7598.html"
"7538";"Grund- u. Mittelschule";"Priv. Montessori-Volksschule Sulzbach (Grund- und Hauptschule) des Montessori-Fördervereins Aschaffenburg-Miltenberg e.V.";"Sodentalstr. 28";"63834";"Sulzbach a.Main";"www.montessorischule-aschaffenburg.de";"/schule/7538.html"
"7586";"Grund- u. Mittelschule";"Herigoyen-Grundschule Sulzbach   ";"Hollerweg 17";"63834";"Sulzbach a.Main";"www.herigoyen-volksschule.de";"/schule/7586.html"
"7823";"Grund- u. Mittelschule";"Herigoyen-Mittelschule Sulzbach   ";"Hollerweg 17";"63834";"Sulzbach a.Main";"www.herigoyen-volksschule.de";"/schule/7823.html"
"7584";"Grund- u. Mittelschule";"Josef-Anton-Rohe-Grundschule Kleinwallstadt  ";"Weibersweg 22";"63839";"Kleinwallstadt";"www.jar-schule.de";"/schule/7584.html"
"7812";"Grund- u. Mittelschule";"Josef-Anton-Rohe-Mittelschule Kleinwallstadt  ";"Weibersweg 22";"63839";"Kleinwallstadt";"www.jar-schule.de";"/schule/7812.html"
"7820";"Grund- u. Mittelschule";"Grundschule Niedernberg   ";"Pfarrer-Seubert-Str. 9";"63843";"Niedernberg";" ";"/schule/7820.html"
"7534";"Grund- u. Mittelschule";"Grundschule Laufach   ";"Friedrich-Wilhelm-Düker-Straße 8";"63846";"Laufach";"www.schule-laufach.de";"/schule/7534.html"
"7617";"Grund- u. Mittelschule";"Mittelschule Laufach   ";"Friedrich-Wilhelm-Düker-Straße  8";"63846";"Laufach";"www.schule-laufach.de";"/schule/7617.html"
"7585";"Grund- u. Mittelschule";"Grundschule Leidersbach   ";"Staudenweg 31";"63849";"Leidersbach";"www.vs-leidersbach.de";"/schule/7585.html"
"7814";"Grund- u. Mittelschule";"Mittelschule Leidersbach   ";"Staudenweg 31";"63849";"Leidersbach";"www.vs-leidersbach.de";"/schule/7814.html"
"7817";"Grund- u. Mittelschule";"Hans-Memling-Grundschule Mömlingen   ";"Neue Schulstraße 20";"63853";"Mömlingen";"www.hans-memling-volksschule.de";"/schule/7817.html"
"0672";"Realschule";"Staatl. Realschule Bessenbach   ";"Ludwig-Straub-Str. 11";"63856";"Bessenbach";"www.rs-bessenbach.de";"/schule/0672.html"
"7625";"Grund- u. Mittelschule";"Grundschule Bessenbach   ";"Ludwig-Straub-Str. 4";"63856";"Bessenbach";"www.grundschule-bessenbach.de";"/schule/7625.html"
"7536";"Grund- u. Mittelschule";"Grundschule Waldaschaff   ";"Schulstr. 3";"63857";"Waldaschaff";"www.vs-waldaschaff.de";"/schule/7536.html"
"7636";"Grund- u. Mittelschule";"Mittelschule Waldaschaff   ";"Schulstr. 3";"63857";"Waldaschaff";"vs-waldaschaff.de";"/schule/7636.html"
"7628";"Grund- u. Mittelschule";"Grundschule Rothenbuch   ";"Schulstr. 7";"63860";"Rothenbuch";" ";"/schule/7628.html"
"7587";"Grund- u. Mittelschule";"Valentin-Pfeifer-Grundschule Eschau   ";"Ludwig-Caps-Straße 4";"63863";"Eschau";"www.vs-eschau.de.";"/schule/7587.html"
"7805";"Grund- u. Mittelschule";"Valentin-Pfeifer-Mittelschule Eschau  ";"Ludwig-Caps-Straße 4";"63863";"Eschau";"www.vs-eschau.de";"/schule/7805.html"
"7543";"Grund- u. Mittelschule";"Grundschule Glattbach   ";"Am Scharfen Eck 3";"63864";"Glattbach";"www.gsglattbach.de";"/schule/7543.html"
"7612";"Grund- u. Mittelschule";"Mühlberg-Grundschule Johannesberg   ";"Adam-Fell-Straße 5";"63867";"Johannesberg";"www.johannesberg.de/familie-bildung-und-soziales/schulen/";"/schule/7612.html"
"7588";"Grund- u. Mittelschule";"Kardinal-Döpfner-Grundschule Großwallstadt  ";"Schulstr. 8";"63868";"Großwallstadt";"www.kds-grosswallstadt.de";"/schule/7588.html"
"7808";"Grund- u. Mittelschule";"Kardinal-Döpfner-Mittelschule Großwallstadt-Niedernberg  ";"Schulstr. 8";"63868";"Großwallstadt";"www.vs-grosswallstadt.de";"/schule/7808.html"
"7607";"Grund- u. Mittelschule";"Grundschule Heigenbrücken   ";"Schulstraße 12";"63869";"Heigenbrücken";"www.vsheigenbruecken.de";"/schule/7607.html"
"7522";"Grund- u. Mittelschule";"Grundschule Elsavatal Heimbuchenthal  ";"Bergstraße 16";"63872";"Heimbuchenthal";"gms-elsavatal.de";"/schule/7522.html"
