Schulnummer;Schultyp;Name;Strasse;PLZ;Ort;Homepage;Link
"2803";"Grund- u. Mittelschule";"Grundschule Ilmmünster   ";"Freisinger Str. 8";"85304";"Ilmmünster";"www.grundschule-ilmmuenster.de";"/schule/2803.html"
"2804";"Grund- u. Mittelschule";"Grundschule Jetzendorf   ";"Schulstr. 22";"85305";"Jetzendorf";"www.grundschule-jetzendorf.de";"/schule/2804.html"
"0084";"Gymnasium";"Dom-Gymnasium Freising   ";"Domberg 3 - 5";"85354";"Freising";"www.dom-gymnasium.de";"/schule/0084.html"
"0085";"Gymnasium";"Josef-Hofmiller-Gymnasium Freising   ";"Vimystr. 14";"85354";"Freising";"www.johogym-freising.de";"/schule/0085.html"
"0086";"Gymnasium";"Camerloher-Gymnasium Freising   ";"Wippenhauser Str. 51";"85354";"Freising";"www.camerloher-gymnasium.de";"/schule/0086.html"
"0465";"Realschule";"Karl-Meichelbeck-Realschule Staatl. Realschule Freising  ";"Düwellstr. 22";"85354";"Freising";"kmrs.kreis-freising.de";"/schule/0465.html"
"0828";"Berufsoberschule";"Staatliche Berufsoberschule Freising  ";"Wippenhauser Str. 64";"85354";"Freising";"www.fosbosfreising.de";"/schule/0828.html"
"0865";"Fachoberschule";"Staatliche Fachoberschule Freising   ";"Wippenhauser Str. 64";"85354";"Freising";"www.fosbosfreising.de";"/schule/0865.html"
"1235";"Grund- u. Mittelschule";"Paul-Gerhardt-Mittelschule Freising   ";"Düwellstr. 24";"85354";"Freising";"www.pg-schule.de";"/schule/1235.html"
"1326";"Fachakademie";"Staatliche Fachakademie Sozialpädagogik Freising  ";"Wippenhauser Str. 57";"85354";"Freising";" ";"/schule/1326.html"
"1512";"Volksschule zur sonderp?dagog. F?rderung";"Sonderpädagogisches Förderzentrum Freising, Förderschwerpunkt Sprache, Lernen, Sozial-emotionale Entwicklung";"St.-Ulrich-Str. 9";"85354";"Freising";"www.sfz-freising.de";"/schule/1512.html"
"1566";"Berufsschule";"Staatl. Berufsschule Freising  ";"Wippenhauser Str. 57";"85354";"Freising";"www.bsz-fs.de";"/schule/1566.html"
"1711";"Wirtschaftsschule";"Staatliche Wirtschaftsschule Freising  ";"Wippenhauser Str. 62";"85354";"Freising";"www.swfs.de";"/schule/1711.html"
"1818";"Berufsfachschule des Gesundheitswesens";"Berufsfachschule für Krankenpflege der Krankenhaus Freising GmbH am Klinikum Freising ";"Alois-Steinecker-Str. 18";"85354";"Freising";"www.klinikum-freising.de/Pflegeschule";"/schule/1818.html"
"1881";"Gewerbliche Fachschule";"Staatl. Fachschule für Blumenkunst Weihenstephan  ";"Am Staudengarten 6";"85354";"Freising";"www.blumenkunst-weihenstephan.de";"/schule/1881.html"
"1901";"Berufsfachschule des Gesundheitswesens";"Berufsfachschule für Pflege der Klinikum Freising GmbH, Freising ";"Alois-Steinecker-Str. 18";"85354";"Freising";"www.klinikum-freising.de/Pflegeschule";"/schule/1901.html"
"1953";"Berufsfachs. f. Hauswirtschaft u. Sozialberufe";"Staatl. Berufsfachschule für Kinderpflege Freising  ";"Wippenhauser Str. 57";"85354";"Freising";"www.bsz-fs.de";"/schule/1953.html"
"2027";"Volksschule zur sonderp?dagog. F?rderung";"Privates Förderzentrum mit Förder- schwerpunkt geistige Entwicklung der Lebenshilfe Freising e.V., in Freising";"Gartenstr. 42";"85354";"Freising";"www.lebenshilfe-fs.de/SchuleInklusion.html";"/schule/2027.html"
"2560";"Grund- u. Mittelschule";"Grundschule St.Korbinian in Freising  ";"Untere Hauptstr. 31";"85354";"Freising";"www.grundschule-st-korbinian.de";"/schule/2560.html"
"2562";"Grund- u. Mittelschule";"Grundschule Vötting in Freising  ";"Hohenbachernstr. 30";"85354";"Freising";"www.gs-voetting.freising.de";"/schule/2562.html"
"2564";"Grund- u. Mittelschule";"Paul-Gerhardt-Grundschule Freising   ";"Düwellstr. 24";"85354";"Freising";"www.pg-schule.de";"/schule/2564.html"
"3133";"Berufsfachschule des Gesundheitswesens";"Berufsfachschule für Krankenpflege- hilfe der Klinikum Freising GmbH in Freising ";"Alois-Steinecker-Str. 18";"85354";"Freising";"www.klinikum-freising.de/Pflegeschule";"/schule/3133.html"
"1079";"Realschule";"Staatl. Realschule Freising II Realschule Gute Änger  ";"Gute Änger 34";"85356";"Freising";"www.rs-fs.kreis-freising.de";"/schule/1079.html"
"2083";"Grund- u. Mittelschule";"Mittelschule Lerchenfeld in Freising  ";"Moosstr. 46";"85356";"Freising";"www.ms-lerchenfeld.freising.de";"/schule/2083.html"
"2526";"Grund- u. Mittelschule";"Montessori-Schule Freising, private Mittelschule des Montessori Landkreis Freising e.V. ";"Gute Änger 32";"85356";"Freising";"www.montessori-freising.de";"/schule/2526.html"
"2557";"Grund- u. Mittelschule";"Grundschule Neustift in Freising   ";"Eckerstr. 24";"85356";"Freising";"www.grundschule-und-mittelschule-neustift.de";"/schule/2557.html"
"2561";"Grund- u. Mittelschule";"Grundschule St.Lantbert in Freising  ";"Kepserstr. 4";"85356";"Freising";"www.gs-st-lantbert.freising.de";"/schule/2561.html"
"3043";"Grund- u. Mittelschule";"Montessori-Schule Freising, private Grundschule des Montessori Landkreis Freising e.V. ";"Gute Änger 32";"85356";"Freising";"www.montessori-freising.info";"/schule/3043.html"
"0209";"Gymnasium";"Karl-Ritter-von-Frisch-Gymnasium Moosburg  ";"Albinstr. 5";"85368";"Moosburg a.d.Isar";"www.gymnasium-moosburg.de";"/schule/0209.html"
"0546";"Realschule";"Kastulus-Realschule Staatliche Realschule Moosburg  ";"Breitenbergstr. 22";"85368";"Moosburg a.d.Isar";"www.realschulemoosburg.de";"/schule/0546.html"
"2573";"Grund- u. Mittelschule";"Theresia-Gerhardinger-Grundschule Moosburg a.d.Isar  ";"Albinstr. 14";"85368";"Moosburg a.d.Isar";"https://www.tg-moosburg.de";"/schule/2573.html"
"2574";"Grund- u. Mittelschule";"Georg-Hummel-Mittelschule Moosburg a.d.Isar  ";"Schlesierstr. 2";"85368";"Moosburg a.d.Isar";"www.mittelschule-moosburg.de";"/schule/2574.html"
"2575";"Grund- u. Mittelschule";"Anton-Vitzthum-Grundschule Moosburg a.d.Isar  ";"Münchener Str. 29";"85368";"Moosburg a.d.Isar";"www.anton-vitzthum-grundschule.de";"/schule/2575.html"
"0972";"Gymnasium";"Oskar-Maria-Graf-Gymnasium Neufahrn b. Freising  ";"Keltenweg 5";"85375";"Neufahrn b.Freising";"www.Oskar-Maria-Graf-Gymnasium.de";"/schule/0972.html"
"2577";"Grund- u. Mittelschule";"Grundschule Neufahrn b.Freising, am Fürholzer Weg  ";"Fürholzer Weg 5";"85375";"Neufahrn b.Freising";"www.gs2.neufahrn.de";"/schule/2577.html"
"2578";"Grund- u. Mittelschule";"Grundschule Neufahrn b.Freising, am Jahnweg  ";"Jahnweg 18";"85375";"Neufahrn b.Freising";"www.gs1.neufahrn.de";"/schule/2578.html"
"2582";"Grund- u. Mittelschule";"Jo-Mihaly-Mittelschule Neufahrn   ";"Galgenbachweg 30";"85375";"Neufahrn b.Freising";"jo-mihaly-mittelschule.de";"/schule/2582.html"
"0663";"Realschule";"Imma-Mack-Realschule Staatl. Realschule Eching  ";"Nelkenstr. 32";"85386";"Eching";"https://www.realschule-eching.de";"/schule/0663.html"
"1233";"Grund- u. Mittelschule";"Mittelschule Eching, an der Danziger Straße  ";"Danziger Str. 4";"85386";"Eching";"www.vseching.de";"/schule/1233.html"
"2082";"Grund- u. Mittelschule";"Grundschule Eching, an der Nelkenstraße  ";"Nelkenstr. 30";"85386";"Eching";"https://www.eching.de/Schulen.n187.html";"/schule/2082.html"
"2554";"Grund- u. Mittelschule";"Grundschule Eching, an der Danziger Straße  ";"Danziger Str. 4";"85386";"Eching";"www.vseching.de";"/schule/2554.html"
"1232";"Grund- u. Mittelschule";"Mittelschule Allershausen   ";"Schulstr. 4 - 6";"85391";"Allershausen";"www.vs-allershausen.de";"/schule/1232.html"
"2549";"Grund- u. Mittelschule";"Grundschule Allershausen   ";"Schulstr. 4 - 6";"85391";"Allershausen";"www.vs-allershausen.de";"/schule/2549.html"
"2550";"Grund- u. Mittelschule";"Grundschule Attenkirchen   ";"Schulstr. 6";"85395";"Attenkirchen";"https://www.attenkirchen.de/index.php?id=0,34";"/schule/2550.html"
"2580";"Grund- u. Mittelschule";"Grundschule Wolfersdorf   ";"Ringstr. 12";"85395";"Wolfersdorf";" ";"/schule/2580.html"
"1236";"Grund- u. Mittelschule";"Mittelschule Hallbergmoos   ";"Freiherr-von-Hallberg-Platz 1";"85399";"Hallbergmoos";"www.hallbergmoos.org";"/schule/1236.html"
"1479";"Volksschule zur sonderp?dagog. F?rderung";"Private Heimschule, Förderzentrum, Förderschwerpunkt emotionale und soziale Entwicklung der Jugendwerk Birkeneck gGmbH in Birkeneck";"Birkeneck 1";"85399";"Hallbergmoos";"www.heimschule-birkeneck.de";"/schule/1479.html"
"1663";"Berufsschule zur sonderp?dagog. F?rderung";"Priv. Berufsschule zur sonderpäd. Förderung, Förderschwerpunkt soz. und emot. Entwicklung des Jugend- werks Birkeneck gGmbH, Hallbergmoos";"Birkeneck 1";"85399";"Hallbergmoos";" ";"/schule/1663.html"
"2566";"Grund- u. Mittelschule";"Grundschule Hallbergmoos   ";"Freiherr-von-Hallberg-Platz 1";"85399";"Hallbergmoos";"www.hallbergmoos.org";"/schule/2566.html"
"2569";"Grund- u. Mittelschule";"Grundschule Kranzberg   ";"Hohenbachernstr. 10";"85402";"Kranzberg";"www.gs-kranzberg.de";"/schule/2569.html"
"1237";"Grund- u. Mittelschule";"Mittelschule Nandlstadt   ";"Moosburger Str. 1";"85405";"Nandlstadt";"www.schule-nandlstadt.de";"/schule/1237.html"
"2576";"Grund- u. Mittelschule";"Grundschule Nandlstadt   ";"Moosburger Str. 1";"85405";"Nandlstadt";"www.schule-nandlstadt.de";"/schule/2576.html"
"1238";"Grund- u. Mittelschule";"Mittelschule Zolling   ";"Heilmaierstr. 12";"85406";"Zolling";"www.schule-zolling.de";"/schule/1238.html"
"2581";"Grund- u. Mittelschule";"Grundschule Zolling   ";"Heilmaierstr. 12";"85406";"Zolling";"www.schule-zolling.de";"/schule/2581.html"
"2563";"Grund- u. Mittelschule";"Grundschule Gammelsdorf   ";"Kirchenweg 1";"85408";"Gammelsdorf";"https://www.vg-mauern.de/mauern/bildung-kultur/grundschule-u";"/schule/2563.html"
"2565";"Grund- u. Mittelschule";"Marina-Thudichum-Grundschule Haag a.d. Amper  ";"Pfarrer-Weingand-Str. 5";"85410";"Haag a.d.Amper";"www.gs-haag.de";"/schule/2565.html"
"2567";"Grund- u. Mittelschule";"Grundschule Hohenkammer   ";"Pfarrer-Egger-Str. 15";"85411";"Hohenkammer";"www.gs-hohenkammer.de";"/schule/2567.html"
"2360";"Grund- u. Mittelschule";"Grundschule Hörgertshausen   ";"Hochfeldstr. 19";"85413";"Hörgertshausen";"www.grundschule-hoergertshausen.de";"/schule/2360.html"
"2568";"Grund- u. Mittelschule";"Grundschule Kirchdorf a.d.Amper   ";"Rathausplatz 2";"85414";"Kirchdorf a.d.Amper";"www.gs-kirchdorf-amper.de";"/schule/2568.html"
"2570";"Grund- u. Mittelschule";"Grundschule Langenbach   ";"Bahnhofstr. 4";"85416";"Langenbach";"www.vs-langenbach.de";"/schule/2570.html"
"2078";"Grund- u. Mittelschule";"Grundschule Marzling   ";"Rudlfinger Str. 8";"85417";"Marzling";"www.grundschule-marzling.de";"/schule/2078.html"
"2572";"Grund- u. Mittelschule";"Grundschule Mauern   ";"Schulstr. 45";"85419";"Mauern";"https://www.gs-mauern.de";"/schule/2572.html"
"0070";"Gymnasium";"Anne-Frank-Gymnasium Erding   ";"Heilig Blut 8";"85435";"Erding";"www.afg-erding.de";"/schule/0070.html"
"0457";"Realschule";"Herzog-Tassilo-Realschule Staatliche Realschule Erding  ";"Münchener Str. 134";"85435";"Erding";"www.realschule-erding.de";"/schule/0457.html"
"0458";"Realschule";"Erzbischöfliche Mädchenrealschule Heilig Blut Erding ";"Heilig Blut 1";"85435";"Erding";"www.mrs-erding.de";"/schule/0458.html"
"0781";"Berufsoberschule";"Staatl. Berufsoberschule Erding  ";"Siglfinger Str. 50";"85435";"Erding";"www.fosbos-erding.de";"/schule/0781.html"
"0924";"Fachoberschule";"Staatl. Fachoberschule Erding  ";"Siglfinger Str. 50";"85435";"Erding";"www.fosbos-erding.de";"/schule/0924.html"
"0986";"Gymnasium";"Korbinian-Aigner-Gymnasium Erding   ";"Sigwolfstr. 50";"85435";"Erding";"www.kag-erding.de";"/schule/0986.html"
"1382";"Berufsfachschule des Gesundheitswesens";"Berufsfachschule für Altenpflege der Schwesternschaft vom BRK München e.V. in Erding ";"Bajuwarenstraße 9";"85435";"Erding";"www.swmbrk.de";"/schule/1382.html"
"1486";"Volksschule zur sonderp?dagog. F?rderung";"Katharina-Fischer-Schule Sonderpädagogisches Förderzentrum Erding ";"Wilhelm-Bachmair-Str. 7";"85435";"Erding";"www.sfz-erding.de";"/schule/1486.html"
"1513";"Volksschule zur sonderp?dagog. F?rderung";"St.Nikolaus-Schule Erding, Priv. Förderzentrum, Förderschwerpunkt geist.Entwickl.,Träger:Kath.Jugend- fürsorge d.Erzdiöz. München u. Fr.";"Wilhelm-Bachmair-Str. 5";"85435";"Erding";"www.kjf-muenchen.de";"/schule/1513.html"
"1564";"Berufsschule";"Dr.Herb.-Weinberger-Schule Erding Staatl. Berufsschule  ";"Freisinger Str. 89";"85435";"Erding";"www.bs-ed.de";"/schule/1564.html"
"1817";"Berufsfachschule des Gesundheitswesens";"Berufsfachschule für Krankenpflegehilfe am Klinikum Landkreis Erding in Erding";"Bajuwarenstraße 9";"85435";"Erding";"www.kkh-erding.de";"/schule/1817.html"
"1820";"Berufsfachschule des Gesundheitswesens";"Berufsfachschule für Krankenpflege am Klinikum Landkreis Erding in Erding ";"Bajuwarenstraße 9";"85435";"Erding";" ";"/schule/1820.html"
"1943";"Berufsfachschule des Gesundheitswesens";"Berufsfachschule für Pflege Erding der Schwesternschaft München vom BRK e.V. ";"Bajuwarenstraße 9";"85435";"Erding";"www.swmbrk.de";"/schule/1943.html"
"1949";"Berufsfachschule des Gesundheitswesens";"Berufsfachschule für Pflege am Klinikum Landkreis Erding in Erding ";"Bajuwarenstraße 9";"85435";"Erding";" ";"/schule/1949.html"
"2059";"Grund- u. Mittelschule";"Grundschule Erding, am Ludwig-Simmet-Anger  ";"Ludwig-Simmet-Anger 1";"85435";"Erding";"www.gs-ludwig-simmet.de";"/schule/2059.html"
"2513";"Grund- u. Mittelschule";"Carl-Orff-Grundschule Altenerding in Erding  ";"Lange Feldstr. 31";"85435";"Erding";"www.carl-orff-gs-altenerding.de/";"/schule/2513.html"
"2514";"Grund- u. Mittelschule";"Grundschule Klettham in Erding   ";"Rupprechtstr. 2";"85435";"Erding";"www.grundschule-klettham.de";"/schule/2514.html"
"2515";"Grund- u. Mittelschule";"Mittelschule Altenerding in Erding   ";"Lange Feldstr. 29";"85435";"Erding";"www.mittelschule-altenerding.de";"/schule/2515.html"
"2521";"Grund- u. Mittelschule";"Grundschule Erding, am Grünen Markt  ";"Haager Str. 1";"85435";"Erding";"www.schule-gm.de";"/schule/2521.html"
"2522";"Grund- u. Mittelschule";"Grundschule Erding, am Lodererplatz  ";"Lodererplatz 14";"85435";"Erding";"www.gs-lodererplatz-erding.de";"/schule/2522.html"
"2523";"Grund- u. Mittelschule";"Mittelschule Erding   ";"Lodererplatz 14";"85435";"Erding";"www.mittelschule-erding.de";"/schule/2523.html"
"2530";"Grund- u. Mittelschule";"Grundschule Langengeisling in Erding  ";"Pfarrer-Kerer-Str. 6";"85435";"Erding";"www.gs-langengeisling.de";"/schule/2530.html"
"3292";"Berufsfachs. f. Hauswirtschaft u. Sozialberufe";"Staatliche Berufsfachschule für Kinderpflege, Erding  ";"Freisinger Str. 89";"85435";"Erding";"www.bs-ed.de";"/schule/3292.html"
"9203";"Landwirtschaftliche Fachschule";"Landwirtschaftsschule Erding   ";"Dr.-Ulrich-Weg 4";"85435";"Erding";" ";"/schule/9203.html"
"1230";"Grund- u. Mittelschule";"Grundschule Oberding   ";"Hauptstr. 66";"85445";"Oberding";"www.vs-oberding.de";"/schule/1230.html"
"1075";"Realschule";"Staatl. Realschule Oberding   ";"Hauptstr. 56";"85445";"Oberding";"www.realschule-oberding.de";"/schule/1075.html"
"2069";"Grund- u. Mittelschule";"Private Montessori-Volksschule Oberding - Aufkirchen (Grund- und Hauptschule) ";"Pfr.-Mittermair-Straße 75";"85445";"Oberding";"www.montessori-erding.de";"/schule/2069.html"
"2534";"Grund- u. Mittelschule";"Mittelschule Oberding   ";"Hauptstr. 66";"85445";"Oberding";"www.vs-oberding.de";"/schule/2534.html"
"2918";"Grund- u. Mittelschule";"Grundschule Fraunberg   ";"Am Marienbach 19";"85447";"Fraunberg";"www.volksschule-fraunberg.de";"/schule/2918.html"
"2532";"Grund- u. Mittelschule";"Grundschule Moosinning   ";"Kirchenstr. 13";"85452";"Moosinning";"www.gsmoosinning.de";"/schule/2532.html"
"1226";"Grund- u. Mittelschule";"Marie-Pettenbeck-Grundschule Wartenberg  ";"Zustorfer Str. 1";"85456";"Wartenberg";"www.marie-pettenbeck-schule.de";"/schule/1226.html"
"2418";"Grund- u. Mittelschule";"Marie-Pettenbeck-Mittelschule Wartenberg  ";"Zustorfer Str. 1";"85456";"Wartenberg";"www.marie-pettenbeck-schule.de";"/schule/2418.html"
"1231";"Grund- u. Mittelschule";"Orterer Schule Wörth Grundschule  ";"Breitöttinger Str. 15";"85457";"Wörth";"www.ortererschule.de";"/schule/1231.html"
"2545";"Grund- u. Mittelschule";"Orterer Schule Wörth Mittelschule  ";"Breitöttinger Str. 15";"85457";"Wörth";"www.ortererschule.de";"/schule/2545.html"
"2527";"Grund- u. Mittelschule";"Grundschule Berglern   ";"Erdinger Str. 1";"85459";"Berglern";"www.grundschule-berglern.de";"/schule/2527.html"
"2516";"Grund- u. Mittelschule";"Grundschule Bockhorn   ";"Obere Hauptstr. 2a";"85461";"Bockhorn";"www.gs-bockhorn.de";"/schule/2516.html"
"2520";"Grund- u. Mittelschule";"Grundschule Eitting   ";"Hofmarkstr. 4";"85462";"Eitting";"https://www.eitting.de/grundschule-eitting-1";"/schule/2520.html"
"1227";"Grund- u. Mittelschule";"Grundschule Finsing   ";"Neufinsinger Str. 35";"85464";"Finsing";"www.schule-finsing.de";"/schule/1227.html"
"2524";"Grund- u. Mittelschule";"Mittelschule Finsing   ";"Neufinsinger Str. 35";"85464";"Finsing";"www.schule-finsing.de";"/schule/2524.html"
"2543";"Grund- u. Mittelschule";"Grundschule Langenpreising   ";"Prisostr. 2";"85465";"Langenpreising";"https://www.vg-wartenberg.de/langenpreising/einrichtungen-de";"/schule/2543.html"
"2542";"Grund- u. Mittelschule";"Grundschule Walpertskirchen   ";"Kirchenplatz 9";"85469";"Walpertskirchen";"www.vg-hoerlkofen.de/schule";"/schule/2542.html"
"0250";"Gymnasium";"Gymnasium Ottobrunn   ";"Karl-Stieler-Str. 1";"85521";"Ottobrunn";"www.gymnasium-ottobrunn.de";"/schule/0250.html"
"2088";"Grund- u. Mittelschule";"Priv. Montessori-Volksschule Hohenbrunn (Grund- und Hauptschule)  ";"Otto-Hahn-Str. 36";"85521";"Riemerling";"www.montessorischule-hohenbrunn.de";"/schule/2088.html"
"2734";"Grund- u. Mittelschule";"Carl-Steinmeier-Mittelschule Hohenbrunn  ";"Georg-Kerschensteiner-Straße 3";"85521";"Riemerling";"www.carl-steinmeier-mittelschule.de";"/schule/2734.html"
"2743";"Grund- u. Mittelschule";"Grundschule Hohenbrunn   ";"Georginenstr. 4";"85521";"Riemerling";"www.hohenbrunn.de";"/schule/2743.html"
"2752";"Grund- u. Mittelschule";"Grundschule Ottobrunn, an der Friedenstraße  ";"Friedenstr. 28";"85521";"Ottobrunn";"https://www.grundschule-friedenstrasse.de";"/schule/2752.html"
"2753";"Grund- u. Mittelschule";"Grundschule Ottobrunn, an der Lenbachallee  ";"Putzbrunner Str. 110";"85521";"Ottobrunn";"www.grundschule-lenbachallee.de";"/schule/2753.html"
"2754";"Grund- u. Mittelschule";"Grundschule Ottobrunn, an der Albert-Schweitzer-Straße  ";"Einsteinstr. 7";"85521";"Ottobrunn";"www.grundschule-albertschweitzerstrasse.de";"/schule/2754.html"
"0380";"Gymnasium";"Ernst-Mach-Gymnasium Haar   ";"Jagdfeldring 82";"85540";"Haar";"www.emg-haar.de";"/schule/0380.html"
"1194";"Fachoberschule";"Staatl. Fachoberschule Haar   ";"Hans-Pinsel-Straße 10 a";"85540";"Haar";"www.fos-haar.de";"/schule/1194.html"
"1691";"Berufsfachschule des Gesundheitswesens";"kbo-Berufsfachschule für Pflege Kliniken des Bezirks Oberbayern, Haar ";"Ringstr. 25";"85540";"Haar";"www.iak-kmo.de";"/schule/1691.html"
"1822";"Berufsfachschule des Gesundheitswesens";"kbo-Berufsfachschule für Gesundheits- und Krankenpflege, Kliniken des Bezirks Oberbayern, Haar";"Ringstr. 25";"85540";"Haar";"www.iak-kmo.de";"/schule/1822.html"
"1823";"Berufsfachschule des Gesundheitswesens";"kbo-Berufsfachschule für Krankenpflegehilfe, Kliniken des Bezirks Oberbayern, Haar";"Ringstraße 25";"85540";"Haar";"www.krankenhaus-haar.de";"/schule/1823.html"
"2335";"Grund- u. Mittelschule";"Mittelschule Haar, an der St.-Konrad-Straße  ";"St.-Konrad-Str. 7";"85540";"Haar";"www.mittelschule-haar.de";"/schule/2335.html"
"2726";"Grund- u. Mittelschule";"Grundschule Haar, am Jagdfeldring  ";"Jagdfeldring 80";"85540";"Haar";"www.jagdfeld-schule.de";"/schule/2726.html"
"2739";"Grund- u. Mittelschule";"Grundschule Haar, an der St.-Konrad-Straße  ";"St.-Konrad-Str. 7";"85540";"Haar";"konradschule.de";"/schule/2739.html"
"3252";"Hauswirtschaftliche Fachschule";"kbo-Fachschule für Heilerziehungspflege, Kliniken des Bezirks Oberbayern, Haar";"Ringstraße 25";"85540";"Haar";" ";"/schule/3252.html"
"1248";"Grund- u. Mittelschule";"Mittelschule Kirchheim b.München, an der Heimstettner Straße  ";"Heimstettner Str. 12";"85551";"Kirchheim b.München";"www.gms-kirchheim.de";"/schule/1248.html"
"0971";"Gymnasium";"Gymnasium Kirchheim b. München   ";"Heimstettner Str. 3";"85551";"Kirchheim b. München";"www.gymnasium-kirchheim.de";"/schule/0971.html"
"2124";"Grund- u. Mittelschule";"Silva-Grundschule Kirchheim   ";"Gruber Str. 11";"85551";"Kirchheim b.München";"www.silva-grundschule.de";"/schule/2124.html"
"2674";"Grund- u. Mittelschule";"Grundschule Kirchheim b.München, an der Martin-Luther-Straße  ";"Martin-Luther-Str. 2";"85551";"Kirchheim b.München";"www.grundschule-kirchheim.de";"/schule/2674.html"
"2746";"Grund- u. Mittelschule";"Grundschule Kirchheim b.München, an der Heimstettner Straße  ";"Heimstettner Str. 12";"85551";"Kirchheim b.München";"www.gms-kirchheim.de";"/schule/2746.html"
"0453";"Realschule";"Dr.-Wintrich-Schule Staatliche Realschule Ebersberg  ";"Dr.-Wintrich-Str. 64";"85560";"Ebersberg";"www.rsebe.de";"/schule/0453.html"
"1217";"Grund- u. Mittelschule";"Mittelschule Ebersberg   ";"Baldestr. 20";"85560";"Ebersberg";"www.gsms-ebe.de";"/schule/1217.html"
"1816";"Berufsfachschule des Gesundheitswesens";"Berufsfachschule für Krankenpflege der Kreisklinik Ebersberg gGmbH  ";"Von-Scala-Straße 1";"85560";"Ebersberg";"www.klinik-ebe.de/krankenpflegeschule";"/schule/1816.html"
"1951";"Berufsfachschule des Gesundheitswesens";"Berufsfachschule für Pflege Kreisklinik Ebersberg gGmbH in Ebersberg ";"Von-Scala-Straße 1";"85560";"Ebersberg";"www.klinik-ebe.de/krankenpflegeschule";"/schule/1951.html"
"2450";"Grund- u. Mittelschule";"Grundschule Ebersberg   ";"Baldestr. 20";"85560";"Ebersberg";"www.gsms-ebe.de";"/schule/2450.html"
"9202";"Landwirtschaftliche Fachschule";"Landwirtschaftsschule Ebersberg   ";"Wasserburger Str. 2";"85560";"Ebersberg";" ";"/schule/9202.html"
"0106";"Gymnasium";"Max-Mannheimer-Gymnasium Grafing  ";"Jahnstr. 17";"85567";"Grafing b.München";"www.gymnasium-grafing.de";"/schule/0106.html"
"0770";"Realschule zur sonderp?dagog. F?rderung";"Landschulheim Elkofen, Realschule zur sonderpäd. Förderung Grafing Förderschwerp. emot. u. soz. Entw. des SchulCentrum Augustinum gGmbH";"Leitenstr. 2";"85567";"Grafing b.München";"www.augustinum-schulen.de";"/schule/0770.html"
"1508";"Volksschule zur sonderp?dagog. F?rderung";"Johann-Comenius-Schule Sonderpädagogisches Förderzentrum Grafing ";"Kapellenstr. 21";"85567";"Grafing b.München";"www.comenius-schule-grafing.de";"/schule/1508.html"
"2454";"Grund- u. Mittelschule";"Grundschule Grafing b.München   ";"Kapellenstr. 15";"85567";"Grafing b.München";"www.grundschule-grafing.de";"/schule/2454.html"
"2455";"Grund- u. Mittelschule";"Georg-Huber-Mittelschule Grafing b.München  ";"Am Stadion 2";"85567";"Grafing b.München";"www.mittelschule-grafing.de";"/schule/2455.html"
"0390";"Gymnasium";"Franz-Marc-Gymnasium Markt Schwaben  ";"Rektor-Haushofer-Str. 6";"85570";"Markt Schwaben";"www.franz-marc-gymnasium.de";"/schule/0390.html"
"0717";"Realschule";"Lena-Christ-Realschule Staatl. Realschule Markt Schwaben  ";"Habererweg 17";"85570";"Markt Schwaben";"www.lena-christ-realschule.net";"/schule/0717.html"
"2446";"Grund- u. Mittelschule";"Grafen-von-Sempt-Mittelschule Markt Schwaben  ";"Gerstlacherweg 1";"85570";"Markt Schwaben";"www.grafen-von-sempt-mittelschule.de";"/schule/2446.html"
"2458";"Grund- u. Mittelschule";"Grundschule Markt Schwaben   ";"Herzog-Ludwig-Str. 33";"85570";"Markt Schwaben";"www.grundschule-marktschwaben.de";"/schule/2458.html"
"2535";"Grund- u. Mittelschule";"Grundschule Ottenhofen   ";"Meillerweg 3";"85570";"Ottenhofen";"www.ottenhofen.de";"/schule/2535.html"
"0721";"Realschule";"Staatliche Realschule Neubiberg   ";"Buchenstr. 4";"85579";"Neubiberg";"www.realschule-neubiberg.de";"/schule/0721.html"
"0952";"Gymnasium";"Gymnasium Neubiberg   ";"Cramer-Klett-Str. 10";"85579";"Neubiberg";"www.gymnasium-neubiberg.de";"/schule/0952.html"
"1185";"Fachoberschule";"Private Fachoberschule des Emile Montessori-Schulverein München- Südost e.V. in Neubiberg mit den AR Soz.sowie Agrarw., Bio- u. Umweltt.";"Arastr. 2";"85579";"Neubiberg";"www.emile-montessori.de";"/schule/1185.html"
"2429";"Grund- u. Mittelschule";"Montessori-Schule München-Südost, in Neubiberg, priv. Grund- und Hauptschule des EmiLe Montessori- Schulverein München-Südost e.V.";"Arastr. 2";"85579";"Neubiberg";"www.emile-montessori.de";"/schule/2429.html"
"2465";"Grund- u. Mittelschule";"Grundschule Unterbiberg   ";"Am Hachinger Bach 7";"85579";"Neubiberg";"www.grundschule-unterbiberg.de";"/schule/2465.html"
"2765";"Grund- u. Mittelschule";"Grundschule Neubiberg   ";"Rathausplatz 9";"85579";"Neubiberg";"www.grundschule-neubiberg.de";"/schule/2765.html"
"0527";"Realschule";"Dominik-Brunner-Realschule Staatliche Realschule Poing  ";"Seerosenstr. 13 a";"85586";"Poing";"www.realschule-poing.de";"/schule/0527.html"
"1221";"Grund- u. Mittelschule";"Anni-Pickert-Mittelschule Poing   ";"Gruber Str. 4";"85586";"Poing";"www.vs-poing.de";"/schule/1221.html"
